ContextID	Compound	Mod	Head	Context
NCTTI-0447	shelf life	shelf	life	it ' s done merely to maintain the visual appearance and extend the shelf life .
NCTTI-0448	shelf life	shelf	life	packaged parts naturally have a shorter shelf life than bare die ; we can store your silicon for you and produce the packaged product on demand thus enhancing the overall longevity and reliability of your parts .
NCTTI-0449	shrinking violet	shrinking	violet	vehicle to the family fleet of conventional cars . it definitely is not for the shrinking violet , you attract attention driving the solo , its very bright and in your face
NCTTI-0450	shrinking violet	shrinking	violet	ve got to be able to take a load of flack . they ' re not shrinking violets , are they ? has the second skin , the permanent flak jacket ,
NCTTI-0451	shrinking violet	shrinking	violet	my question therefore , mr president , is how long will the european union continue to behave like a sort of shrinking violet in the negotiations with turkey ?
NCTTI-0452	silver bullet	silver	bullet	improve data resource quality . many of these approaches are simply the current wave of silver bullets that will not substantially resolve data disparity or improve data resource quality . the only
NCTTI-0453	silver bullet	silver	bullet	like uncle festa , so the devil became peter cook , we all bite the silver bullet and go for one brief morbid look , at chainsaws , at ' scream '
NCTTI-0454	silver bullet	silver	bullet	international trade can be a powerful driver of economic growth and poverty reduction but it is not a silver bullet .
NCTTI-0455	silver lining	silver	lining	but is the practice totally bad news for the local pharma companies or is there a silver lining ?
NCTTI-0456	silver screen	silver	screen	the fourways built in the 1930 ' s a huge emporium to the delights of the silver screen ! after a few minutes moston lane bends to the right and ahead of us
NCTTI-0457	silver screen	silver	screen	star mike myers talk about the improved technology used to bring shrek 2 to the silver screen . they reveal how the characters and settings were developed including the look , hair
NCTTI-0458	silver screen	silver	screen	' s a bit of an insult really . actors have seen singers flop on the silver screen ( britney and mariah to name a couple ) and you would think that thoughts
NCTTI-0459	silver spoon	silver	spoon	a wee dig at little rich gurls   josephine snorts her coke from a silver spoon and wonders where here life is going to ?   . . these lyrics say
NCTTI-0460	silver spoon	silver	spoon	. the teapot was very large and almost square in shape , and the fiddle - pattern silver spoons shone brilliantly . the table looked well , and though jenifer still mourned the absence
NCTTI-0461	silver spoon	silver	spoon	that was made by susan matthews , chairman of the stewards ' committee . a silver spoon with an exeter hallmark was given on the day as the main part of the
NCTTI-0462	sitting duck	sitting	duck	"tim to act as "" decoy , "" or as tim puts it "" a sitting duck . "" the police guard is removed from tim to lure the crooks who arrive"
NCTTI-0463	sitting duck	sitting	duck	: ferdinand return gives lift to england james lawton : pot shots at europe ' s sitting ducks mean little as mcclaren ' s men wait for bigger game business directory christopher r nethercoat
NCTTI-0464	sitting duck	sitting	duck	have a formally constituted club . as things stand , we are slightly less a sitting duck for the tabloid rags , but the real reason by now is inertia . maybe
NCTTI-0465	skin tone	skin	tone	the benefits of exercise are well known and include conditioning of the heart , lungs and muscles as well as improved skin tone .
NCTTI-0466	small fry	small	fry	britain is nothing , just small fry with an elevated sense of self - importance .
NCTTI-0467	smoke screen	smoke	screen	myths have become popularly known as smoke screens and are largely being peddled by the anti - gmo activists .
NCTTI-0468	smoking gun	smoking	gun	cause is often a breakdown in communication or record keeping and the hunt for the smoking gun ( the post - it - note on the job docket ) is the only way proof can be
NCTTI-0469	smoking gun	smoking	gun	"april a facility near baghdad that a us officer had said might finally be "" smoking gun "" evidence of iraqi chemical weapons production turned out to contain pesticide , not sarin"
NCTTI-0470	smoking gun	smoking	gun	neo - cons move quickly on iran progress of the pretext * britain finds iraq ' s ' smoking gun ' : a top - secret missile * iraq weapons hunters drop outdated leads new world order
NCTTI-0471	smoking jacket	smoking	jacket	the men in dinner jackets , except sir claud who is wearing a maroon velvet smoking jacket and the ladies in long , flowing , silk dresses of the 1930 ' s period
NCTTI-0472	smoking jacket	smoking	jacket	such populist drivel - i shall be watching series iv of frasier , wearing my smoking jacket ) , which spelling forum : the pub unmoderated 13 - 0
NCTTI-0473	smoking jacket	smoking	jacket	and slouchy trousers . the suiting is more dapper in tone . a black velvet smoking jacket looked super louche with a matching waistcoat and slim fitting trousers . all things considered
NCTTI-0474	snail mail	snail	mail	solution however that is no excuse for not answering the telephone , not replying to snail mail , not replying to online support request submissions and not replying to emails to the
NCTTI-0475	snail mail	snail	mail	a credit card , keep checking the site , as we will be adding a snail mail order service . there will also soon be accompanying merchandise such as posters and postcards
NCTTI-0476	snail mail	snail	mail	viewed with internet explorer back to sa main site contact us : by email by snail mail : strange attractor po box 51339 london n 1 3 xy uk family sa arthur
NCTTI-0477	snake oil	snake	oil	, fire eaters , prize fighters , acrobats , tumblers , strongmen , puppeteers , snake oil sellers and assorted other circus acts and quacks . crime , vice and violence flourished
NCTTI-0478	snake oil	snake	oil	"published in the bmj 2 suggested that he "" may prove to be the greatest snake oil salesman of his age "" . this scathing obituary and the outrage it generated ,"
NCTTI-0479	snake oil	snake	oil	the idea of quantum physics as something cool to sell snake oil was not discovered by tvi news story .
NCTTI-0480	social insurance	social	insurance	there is strong support ( especially among the well off ) for a social insurance system based on the principle of solidarity and accountability .
NCTTI-0481	sound judgement	sound	judgement	we ' re reassured that he ' s exercising sound judgement in this situation .
NCTTI-0482	speed limit	speed	limit	"to have decided in advance that crashes can be cured by simply sticking to the speed limit . we are very concerned that the "" accident investigation "" angle could be a"
NCTTI-0483	speed limit	speed	limit	there would eventually be a legal obligation on drivers to set limiters to the prevailing speed limit , but control would remain in the driver ' s hands .
NCTTI-0484	speed limit	speed	limit	"camera . what chance do they have if this many people are completely ignoring the speed limit ? "" . wiltshire removes lane markings to cut speeds wiltshire county council has decided"
NCTTI-0485	speed trap	speed	trap	anstey had passed through the speed trap at 188 mph ( 300 . 6 km / h ) .
NCTTI-0486	spelling bee	spelling	bee	primarily with family and relatives or at church . activities such as penny readings , spelling bees and magic lantern shows were common forms of entertainment . occasionally travelling theatre groups would
NCTTI-0487	spelling bee	spelling	bee	sindi ' s repressed memory . tension mounts for bree as the state finals of the spelling bee loom . connor succeeds in luring toadie back into wrestling . episode 4730 network ten
NCTTI-0488	spelling bee	spelling	bee	turned up on time because he remembered to wind his watch . smith won the spelling bee because she knew how to spell ' antimacassar ' . factive mental states are broad
NCTTI-0489	spinning jenny	spinning	jenny	scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved spinning jenny . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan
NCTTI-0490	spinning jenny	spinning	jenny	the flying shuttle to weaving . its eventual use far outstripped that of the cruder spinning jenny and the more limited water frame . late night ball practice : : 2 years ,
NCTTI-0491	spinning jenny	spinning	jenny	not to mav > spiral jennie a spiral jennie , nicer than the history lesson spinning jenny , would it have worked has well though mav > for the body to be
NCTTI-0492	stag night	stag	night	although it is traditionally the best man ' s responsibility to organise the stag night it is ultimately the groom ' s decision as to where he wants to spend it and whom he wants to invite .
NCTTI-0493	stag night	stag	night	we have been organising stag nights , parties and weekends for a long time now but we ' ll never grow bored of it !
NCTTI-0494	street girl	street	girl	in ghana , 6 , 000 babies are living on the streets of accra with their street girl mothers .
NCTTI-0495	street girl	street	girl	many young street girls are vulnerable to abuse which can also result in unplanned pregnancy
NCTTI-0496	subway system	subway	system	the road above leaks into the catacombs of a subway system .
NCTTI-0497	subway system	subway	system	new york ' s subway system carries 4 . 5 million riders daily .
NCTTI-0498	sugar daddy	sugar	daddy	it is only polite that she doesn ' t start treating me like some sort of sugar daddy .
NCTTI-0499	sugar daddy	sugar	daddy	this kind of luxury doesn ' t come cheap , but if ever there was a reason to go trawling for a city sugar daddy , this place is it .
NCTTI-0500	sugar daddy	sugar	daddy	not only am i going to marry ewan mcgregor and javier bardem , but eastwood would make a wonderful sugar daddy .
NCTTI-0501	swan song	swan	song	debt of gratitude to paddy . his impending move to wales may make this his swan song , but many of us hope not . the following major event was the register
NCTTI-0502	swan song	swan	song	tirelessly for general pinochet ' s release in what was to prove a truly bizarre political swan song . political pressures from no 10 and chile began to tell and straw was forced
NCTTI-0503	swan song	swan	song	"rome , which reached its apex in the early cinquecento , effectively offers up a swan song for the "" italian renaissance "" writ large : it is at once an expression"
NCTTI-0504	swimming pool	swimming	pool	an english style pub ) and more formal dining . there is a library , swimming pool , squash courts , a gym and various other athletic facilities . business / casual
NCTTI-0505	swimming pool	swimming	pool	mountain views . the complex is well maintained and consists of an indoor and outdoor swimming pool and lovely tropical gardens . its location makes this property an ideal holiday home with
NCTTI-0506	swimming pool	swimming	pool	leisure facilities : outdoor heated swimming pool may to september primarily intended for adults exercise swims .
NCTTI-0507	tear gas	tear	gas	the soldiers either experienced something they really objected to , or were ordered to disperse people , and suddenly tear gas started to fly .
NCTTI-0508	tear gas	tear	gas	he carried a nickel plated 32 - caliber revolver and a tear gas pen as protection .
NCTTI-0509	think tank	think	tank	, design and environmental initiatives . the group is intended to act as a think tank ' and offer expertise to the development community and statutory regeneration agencies . general comments
NCTTI-0510	think tank	think	tank	includes sado - masochists , new agers , anthropologists , schizophrenics , anti - authoritarians , christian fundamentalists , think tank social engineers , fascists , proto - cubists . . . round up the unusual suspects .
NCTTI-0511	think tank	think	tank	establishment , and its numerous interconnections with the bush administration and with traditional liberal internationalist think tanks and foundations , such as the council on foreign relations . finally , i am
NCTTI-0512	time difference	time	difference	our daughter had flown from london to los angeles the previous day and , despite the time difference , i called our son ' s la home to make sure they were safe .
NCTTI-0513	top dog	top	dog	you ' ll mix with other gangs and prove who the top dog is .
NCTTI-0514	top dog	top	dog	you ' re going to be top dog , number one , king of the jungle .
NCTTI-0515	traffic control	traffic	control	it will soon be central in air traffic control , guiding planes to land and take - off .
NCTTI-0516	traffic jam	traffic	jam	but then picture him trying to drive through the traffic jam on sunday morning in downtown austin .
NCTTI-0517	traffic jam	traffic	jam	we got stuck in a traffic jam caused by a crash during rush hour and arrived just before lunch .
NCTTI-0518	traffic jam	traffic	jam	a further advantage of on - site accommodation is that guests can avoid the traffic jams which blight the city .
NCTTI-0519	video game	video	game	containing webguides , bibliography and essays paperrad artist collective paper rad gobbles up tv , video games , and advertising imagery spewing it all back out into their exuberantly neo - primitivist cartoons ,
NCTTI-0520	video game	video	game	? - 7 m 56 s second featurette that looks at lara croft from the video game perspective . offer interviews with the games designers and discusses where lara goes from here
NCTTI-0521	video game	video	game	the year than several . of one percent hockey will be . data collection to video games online free poker texas hold and stance that you pa wilbon a . spare time quot
NCTTI-0522	web site	web	site	can simply update the firmware and modem drivers by downloading patches from the modem manufacturers web site . it may be best to contact the manufacturers of your modem in the first
NCTTI-0523	web site	web	site	up with the government position here ( mainly pro - badger killing ) , visit the defra web site , and use the search function to trace papers about badgers and tuberculosis . action
NCTTI-0524	web site	web	site	of galaxy formation and evolution and of the enrichment of the intergalactic medium . this web site is part of a research project by graham thurgood who is a senior lecturer .
NCTTI-0525	wedding anniversary	wedding	anniversary	they were presented with a card and a bottle of champagne to celebrate their 38 th wedding anniversary .
NCTTI-0526	wedding anniversary	wedding	anniversary	it ' s their wedding anniversary and he ' s planned a romantic night out .
NCTTI-0527	wedding day	wedding	day	the engagement period is a busy and exciting time where the betrothed couple plan their wedding day and prepare for married life .
NCTTI-0528	wet blanket	wet	blanket	no wonder tom couldn ' t work with him ; he is a wet blanket .
NCTTI-0529	white noise	white	noise	if you try to transmit , in digital mode , into an analog repeater , all the analog radios on the repeater will simply hear white noise .
NCTTI-0530	winter solstice	winter	solstice	festivals were held in honour of events that were important to people ' s daily lives ; eg , the change of seasons , harvest , and the summer and winter solstices .
NCTTI-0531	word painting	word	painting	words and music are closely matched , and the composer introduces word painting .
NCTTI-0532	word painting	word	painting	his psalm accompaniments often had a good measure of old - fashioned word painting .
NCTTI-0533	word painting	word	painting	to have the orchestral palette available for word painting the text is her idea of vocal heaven .
NCTTI-0534	world conference	world	conference	eddie participated in several world conferences and was elected with the highest number of votes .
NCTTI-0535	world conference	world	conference	the un also held a world conference on human rights in vienna .
NCTTI-0536	zebra crossing	zebra	crossing	having to dismount . see also pelican crossing ; puffin crossing ; toucan crossing ; zebra crossing . pelican crossing the name given to pedestrian crossings which use traffic lights to control
NCTTI-0537	zebra crossing	zebra	crossing	was run down by a white van , registration number nid 92 , on a zebra crossing in the goldhawk road . a van with the same registration had been seen outside
NCTTI-0538	zebra crossing	zebra	crossing	school now fronts onto a busy road and traffic speeds past , even on nearby zebra crossing . st . raphael ' s primary ( response dated 13 / 0 9 / 0 2
