ContextID	ParticleVerb	Base	Particle	Avg	Std	Context
NCTTI-0386	parking lot	parking	lot	4.3000	1.5133	and starts processing my car rental . the rental cars are located in an adjacent parking lot just out side the main terminal building . no need wait for a bus to
NCTTI-0387	peace conference	peace	conference	4.5800	1.5133	this report stimulated widespread discussion among the governmental representatives attending the peace conference .
NCTTI-0388	pecking order	pecking	order	1.0900	1.5133	. i know you can say that birds are only too keen to demonstrate the pecking order and some may conveniently be described as bullies . but by and large everyone gets
NCTTI-0389	pecking order	pecking	order	1.7000	1.5133	does n ' t come to blows but you feel there ' s some sorting out of the pecking order going on . goldfinches and tits are the regulars at the bird feeders . a
NCTTI-0390	pecking order	pecking	order	1.8000	1.5133	each other and with a group within which there is little assertion of rank or pecking order among participants . brainstorming is the basis for other group decision - making techniques . appendix b
NCTTI-0391	pillow slip	pillow	slip	4.1000	1.5133	i ' d rather use little incidents like when the clash stole a pillow slip from a hotel .
NCTTI-0392	pillow slip	pillow	slip	3.2700	1.5133	we provide : mattresses ; mattress cover and clean under sheet ; pillow & pillow slip .
NCTTI-0393	pillow slip	pillow	slip	3.4000	1.5133	she discovered a very beautifully bound leather book , with pages stiff and creamy as starched pillow slips .
NCTTI-0394	pipe dream	pipe	dream	0.5000	1.5133	the party ' s vision of an independent , socialist scotland is fast becoming a pipe dream .
NCTTI-0395	pipe dream	pipe	dream	0.3000	1.5133	are these plans the pipe dreams of self - aggrandising bureaucrats ?
NCTTI-0396	pipe dream	pipe	dream	0.4000	1.5133	the result is that whether you sleep on your back or your side , the ultimate night ' s sleep is no longer a pipe dream .
NCTTI-0397	pocket book	pocket	book	3.0000	1.5133	she had written down the date in her pocket book of the day when she dispatched it .
NCTTI-0398	polo shirt	polo	shirt	1.7000	1.5133	we went to guernsey last september we were all decked out in a specific tour polo shirt . we looked the best team there and everyone knew who we were ( this
NCTTI-0399	polo shirt	polo	shirt	2.5000	1.5133	if we use your review we will send you one of our hook norton brewery polo shirts , so remember , tell us your size ! . payment is via paypal .
NCTTI-0400	polo shirt	polo	shirt	2.3000	1.5133	they need to get in touch with sca - this year they will be white polo shirts , with the sca hand on the back and your name and position on the
NCTTI-0401	prison guard	prison	guard	4.6000	1.5133	the partially - deaf defendant stood in the dock wearing a blue shirt and was flanked by a single prison guard .
NCTTI-0402	private eye	private	eye	1.6400	1.5133	carmella is missing , but will private eye connor take the case ?
NCTTI-0403	private eye	private	eye	1.2000	1.5133	if you want dirt , the private eye suggested , you should steal the man ' s garbage .
NCTTI-0404	public service	public	service	4.0000	1.5133	needs to be improved . the freeing - up of radio spectrum for new applications and modernising public services both need to be sped up too , the authors say . reding added :
NCTTI-0405	public service	public	service	4.7000	1.5133	hold them responsible for results but currently lacks opportunities to exercise any real influence on public services . localisation creates space for relationships - other than the otherwise dominant relationship between frontline
NCTTI-0406	public service	public	service	4.0900	1.5133	spraying champagne over the crowd . that is irresponsible and it does not deliver better public services . productivity in key services like the nhs has been falling like a stone .
NCTTI-0407	radio station	radio	station	4.2000	1.5133	the times educational supplement ) and as a broadcaster for the bbc and various independent radio stations . he was the editor of books for keeps from 1989 till 1996 when it
NCTTI-0408	radio station	radio	station	4.2700	1.5133	substantially over the years and is known as one of the biggest and experienced student radio stations around . how it happened in 1968 , students at york university received ministry of
NCTTI-0409	radio station	radio	station	4.8000	1.5133	power efficiency figures , and have a similarly large effect on the distribution costs per radio station . the effect of transmission frequency - - which seems to be somewhat overlooked - - has
NCTTI-0410	radioactive material	radioactive	material	4.6000	1.5133	we are exhausting fossil fuels and using dangerous radioactive materials to produce energy and run cars .
NCTTI-0411	radioactive waste	radioactive	waste	4.6400	1.5133	the london dumping convention halted all ocean dumping of radioactive waste .
NCTTI-0412	radioactive waste	radioactive	waste	5.0000	1.5133	if you burn coal without any kind of pollution control you get large amounts of ash and sulphur ( and radioactive waste from natural uranium decay in the coal ) .
NCTTI-0413	radioactive waste	radioactive	waste	4.7000	1.5133	the european community has adopted regulations on the transboundary movement of radioactive wastes .
NCTTI-0414	rainy season	rainy	season	4.8000	1.5133	thailand ' s monsoons arrive around july and last into november ( the ' rainy season ' ) .
NCTTI-0415	rainy season	rainy	season	4.7000	1.5133	the disease occurred in august and september , after the onset of the rainy season .
NCTTI-0416	rat race	rat	race	0.6000	1.5133	. some people have felt the light commanding them to opt out of the rat race ' perhaps to abandon a status - driven career path in favour of work that embodies
NCTTI-0417	rat race	rat	race	0.9100	1.5133	in the bank you can then decide whether you need to get back into the rat race that put you in hospital in the first place . this cover goes hand in
NCTTI-0418	rat race	rat	race	0.3000	1.5133	could be short - term retreats for those members of the serious classes who may find the rat race - or even the mouse race - to be a bit too much for the
NCTTI-0419	rat run	rat	run	0.6000	1.5133	indicates that the problem in brookside is that it is used as a cut - through ( rat run ) . by far the majority of motor vehicles using this narrow street are not
NCTTI-0420	rat run	rat	run	0.8200	1.5133	about speeding vehicles , including the delivery lorries and the road being used as a rat run . john stressed that everyone with views on the proposals should write to the planning
NCTTI-0421	rat run	rat	run	0.5000	1.5133	a beautiful , tiny and completely unspoilt village in northamptonshire which is used as a rat run between our local town and a much larger city . i have absolutely no objection
NCTTI-0422	research lab	research	lab	4.5500	1.5133	the fourth year is spent doing a research project in a ' real ' research lab .
NCTTI-0423	research project	research	project	4.3000	1.5133	to the european commission ' s 6 th framework programme . he also managed fp 6 research projects on ethics and contributed to eu policy development on ethics . after leaving the commission
NCTTI-0424	research project	research	project	5.0000	1.5133	that information as set out in this privacy policy . young lives is an international research project that is recording changes in child poverty over 15 years . author ' s home page
NCTTI-0425	research project	research	project	4.3600	1.5133	joined the research department at kraft foods where i worked on both continuous and branded research projects . a key part of my role was supporting the brand team with actionable consumer
NCTTI-0426	rice paper	rice	paper	3.4000	1.5133	rice paper is a thinner paper which is also used in the manufacture of chinese and japanese lanterns .
NCTTI-0427	rice paper	rice	paper	3.2000	1.5133	the result is monochromatic nude self - portraits produced with chinese ink on rice paper .
NCTTI-0428	rock bottom	rock	bottom	0.7000	1.5133	has been an acceptable outturn for this season for most of us since we hit rock bottom at xmas . some fans were talking about the club being relegated and being better
NCTTI-0429	rock bottom	rock	bottom	1.0000	1.5133	. the reason why so few do is probably because their prices are cut to rock bottom for commercial reasons and this precludes much in the way of on - site voicing . if
NCTTI-0430	rock bottom	rock	bottom	0.9000	1.5133	, by acting as a star chamber in the sale of prime development land at rock bottom prices . three members of the public who bravely chased and held on to a
NCTTI-0431	rocket science	rocket	science	1.4000	1.5133	jacket might be called ' the secret of my success ' . this is n ' t rocket science : he talks about basic business skills like negotiation , time management and creativity .
NCTTI-0432	rocket science	rocket	science	1.5000	1.5133	i  d rather do . i know it  s not brain surgery or rocket science , but for me it  s a privilege to work on a national news
NCTTI-0433	rocket science	rocket	science	1.1000	1.5133	rental yields that suggest they are 50 % or so overvalued . this is not rocket science : with a 4 % yield it takes 25 years to re - pay the value of
NCTTI-0434	role model	role	model	2.2000	1.5133	- studying and observing individuals whose personal success in their field qualifies them as exceptional role models . no wonder they call it the study of excellence - the art of change
NCTTI-0435	role model	role	model	3.4000	1.5133	for such an honour than john charles , ' said councillor bailey . ' great role model ' ' it is , therefore , only fitting that our farewell to the gentle
NCTTI-0436	role model	role	model	3.3000	1.5133	encourages black , asians and orientals into underrepresented occupational fields and also identify much needed role models . 4 . the diversity lecture in the house of commons ( february ) which
NCTTI-0437	rush hour	rush	hour	2.9000	1.5133	subway stations also were hit in up to seven apparently coordinated blasts in the morning rush hour . trackback uri rss feed for comments on this post 1 comment » trackback by
NCTTI-0438	rush hour	rush	hour	2.3000	1.5133	a whole day of diving . i am already a convert to the reef ' s rush hour ! sunset is invariably a time of day when divers are dry . dusk diving
NCTTI-0439	rush hour	rush	hour	1.8000	1.5133	route at the northern end of the city centre . in contrast in the morning rush hour , this leopard is on a short and looping round in the octagon . the
NCTTI-0440	sacred cow	sacred	cow	1.9100	1.5133	seller , two ice cream vendors , a fruit stall , a beggar and a sacred cow have all arrived on the scene . about two dozen adults are waiting to go
NCTTI-0441	sacred cow	sacred	cow	0.6000	1.5133	worlds of art and sacrilege . for savoy , in fact , there are no sacred cows ; every icon is a balloon to be punctured . they ' ve been accused of
NCTTI-0442	sacred cow	sacred	cow	1.6000	1.5133	minds . in the complete plain words , sir ernest gowers quotes :  the sacred cows have come home to roost with a vengeance  as a stock example of the
NCTTI-0443	search engine	search	engine	1.3000	1.5133	"wins battle for the . no domain name one of the world ' s most popular search engines won the rights thursday to the norwegian domain "" google . no . "" it"
NCTTI-0444	search engine	search	engine	2.1000	1.5133	exalead 17 , for example , is in many ways a far superior search engine to either google or msn search , but i ' m going to have to remember
NCTTI-0445	search engine	search	engine	2.1000	1.5133	. paid options and free educational no ad search options available . pay - per - search put a search engine on your page and get paid ( a few cents ) everytime someone uses it
NCTTI-0446	sex bomb	sex	bomb	1.4000	1.5133	ferrara and holmes double - team canadian sex bomb bella marie wolf .
NCTTI-0447	shelf life	shelf	life	2.2000	1.5133	it ' s done merely to maintain the visual appearance and extend the shelf life .
NCTTI-0448	shelf life	shelf	life	1.3000	1.5133	packaged parts naturally have a shorter shelf life than bare die ; we can store your silicon for you and produce the packaged product on demand thus enhancing the overall longevity and reliability of your parts .
NCTTI-0449	shrinking violet	shrinking	violet	0.4000	1.5133	vehicle to the family fleet of conventional cars . it definitely is not for the shrinking violet , you attract attention driving the solo , its very bright and in your face
NCTTI-0450	shrinking violet	shrinking	violet	0.5000	1.5133	ve got to be able to take a load of flack . they ' re not shrinking violets , are they ? has the second skin , the permanent flak jacket ,
NCTTI-0451	shrinking violet	shrinking	violet	0.5000	1.5133	my question therefore , mr president , is how long will the european union continue to behave like a sort of shrinking violet in the negotiations with turkey ?
NCTTI-0452	silver bullet	silver	bullet	0.8600	1.5133	improve data resource quality . many of these approaches are simply the current wave of silver bullets that will not substantially resolve data disparity or improve data resource quality . the only
NCTTI-0453	silver bullet	silver	bullet	0.0000	1.5133	like uncle festa , so the devil became peter cook , we all bite the silver bullet and go for one brief morbid look , at chainsaws , at ' scream '
NCTTI-0454	silver bullet	silver	bullet	0.7000	1.5133	international trade can be a powerful driver of economic growth and poverty reduction but it is not a silver bullet .
NCTTI-0455	silver lining	silver	lining	0.5000	1.5133	but is the practice totally bad news for the local pharma companies or is there a silver lining ?
NCTTI-0456	silver screen	silver	screen	1.9000	1.5133	the fourways built in the 1930 ' s a huge emporium to the delights of the silver screen ! after a few minutes moston lane bends to the right and ahead of us
NCTTI-0457	silver screen	silver	screen	1.5000	1.5133	star mike myers talk about the improved technology used to bring shrek 2 to the silver screen . they reveal how the characters and settings were developed including the look , hair
NCTTI-0458	silver screen	silver	screen	1.6000	1.5133	' s a bit of an insult really . actors have seen singers flop on the silver screen ( britney and mariah to name a couple ) and you would think that thoughts
NCTTI-0459	silver spoon	silver	spoon	2.6000	1.5133	a wee dig at little rich gurls   josephine snorts her coke from a silver spoon and wonders where here life is going to ?   . . these lyrics say
NCTTI-0460	silver spoon	silver	spoon	3.3000	1.5133	. the teapot was very large and almost square in shape , and the fiddle - pattern silver spoons shone brilliantly . the table looked well , and though jenifer still mourned the absence
NCTTI-0461	silver spoon	silver	spoon	2.5000	1.5133	that was made by susan matthews , chairman of the stewards ' committee . a silver spoon with an exeter hallmark was given on the day as the main part of the
NCTTI-0462	sitting duck	sitting	duck	0.5000	1.5133	"tim to act as "" decoy , "" or as tim puts it "" a sitting duck . "" the police guard is removed from tim to lure the crooks who arrive"
NCTTI-0463	sitting duck	sitting	duck	0.4000	1.5133	: ferdinand return gives lift to england james lawton : pot shots at europe ' s sitting ducks mean little as mcclaren ' s men wait for bigger game business directory christopher r nethercoat
NCTTI-0464	sitting duck	sitting	duck	0.4000	1.5133	have a formally constituted club . as things stand , we are slightly less a sitting duck for the tabloid rags , but the real reason by now is inertia . maybe
NCTTI-0465	skin tone	skin	tone	4.8000	1.5133	the benefits of exercise are well known and include conditioning of the heart , lungs and muscles as well as improved skin tone .
NCTTI-0466	small fry	small	fry	0.3000	1.5133	britain is nothing , just small fry with an elevated sense of self - importance .
NCTTI-0467	smoke screen	smoke	screen	1.3600	1.5133	myths have become popularly known as smoke screens and are largely being peddled by the anti - gmo activists .
NCTTI-0468	smoking gun	smoking	gun	1.2000	1.5133	cause is often a breakdown in communication or record keeping and the hunt for the smoking gun ( the post - it - note on the job docket ) is the only way proof can be
NCTTI-0469	smoking gun	smoking	gun	0.4000	1.5133	"april a facility near baghdad that a us officer had said might finally be "" smoking gun "" evidence of iraqi chemical weapons production turned out to contain pesticide , not sarin"
NCTTI-0470	smoking gun	smoking	gun	0.0000	1.5133	neo - cons move quickly on iran progress of the pretext * britain finds iraq ' s ' smoking gun ' : a top - secret missile * iraq weapons hunters drop outdated leads new world order
NCTTI-0471	smoking jacket	smoking	jacket	1.1800	1.5133	the men in dinner jackets , except sir claud who is wearing a maroon velvet smoking jacket and the ladies in long , flowing , silk dresses of the 1930 ' s period
NCTTI-0472	smoking jacket	smoking	jacket	0.9100	1.5133	such populist drivel - i shall be watching series iv of frasier , wearing my smoking jacket ) , which spelling forum : the pub unmoderated 13 - 0
NCTTI-0473	smoking jacket	smoking	jacket	0.8000	1.5133	and slouchy trousers . the suiting is more dapper in tone . a black velvet smoking jacket looked super louche with a matching waistcoat and slim fitting trousers . all things considered
NCTTI-0474	snail mail	snail	mail	0.6000	1.5133	solution however that is no excuse for not answering the telephone , not replying to snail mail , not replying to online support request submissions and not replying to emails to the
NCTTI-0475	snail mail	snail	mail	0.7000	1.5133	a credit card , keep checking the site , as we will be adding a snail mail order service . there will also soon be accompanying merchandise such as posters and postcards
NCTTI-0476	snail mail	snail	mail	1.8000	1.5133	viewed with internet explorer back to sa main site contact us : by email by snail mail : strange attractor po box 51339 london n 1 3 xy uk family sa arthur
NCTTI-0477	snake oil	snake	oil	0.0000	1.5133	, fire eaters , prize fighters , acrobats , tumblers , strongmen , puppeteers , snake oil sellers and assorted other circus acts and quacks . crime , vice and violence flourished
NCTTI-0478	snake oil	snake	oil	0.7000	1.5133	"published in the bmj 2 suggested that he "" may prove to be the greatest snake oil salesman of his age "" . this scathing obituary and the outrage it generated ,"
NCTTI-0479	snake oil	snake	oil	1.1800	1.5133	the idea of quantum physics as something cool to sell snake oil was not discovered by tvi news story .
NCTTI-0480	social insurance	social	insurance	2.4000	1.5133	there is strong support ( especially among the well off ) for a social insurance system based on the principle of solidarity and accountability .
NCTTI-0481	sound judgement	sound	judgement	1.7000	1.5133	we ' re reassured that he ' s exercising sound judgement in this situation .
NCTTI-0482	speed limit	speed	limit	5.0000	1.5133	"to have decided in advance that crashes can be cured by simply sticking to the speed limit . we are very concerned that the "" accident investigation "" angle could be a"
NCTTI-0483	speed limit	speed	limit	5.0000	1.5133	there would eventually be a legal obligation on drivers to set limiters to the prevailing speed limit , but control would remain in the driver ' s hands .
NCTTI-0484	speed limit	speed	limit	4.9000	1.5133	"camera . what chance do they have if this many people are completely ignoring the speed limit ? "" . wiltshire removes lane markings to cut speeds wiltshire county council has decided"
NCTTI-0485	speed trap	speed	trap	3.9100	1.5133	anstey had passed through the speed trap at 188 mph ( 300 . 6 km / h ) .
NCTTI-0486	spelling bee	spelling	bee	0.9000	1.5133	primarily with family and relatives or at church . activities such as penny readings , spelling bees and magic lantern shows were common forms of entertainment . occasionally travelling theatre groups would
NCTTI-0487	spelling bee	spelling	bee	1.1000	1.5133	sindi ' s repressed memory . tension mounts for bree as the state finals of the spelling bee loom . connor succeeds in luring toadie back into wrestling . episode 4730 network ten
NCTTI-0488	spelling bee	spelling	bee	0.2000	1.5133	turned up on time because he remembered to wind his watch . smith won the spelling bee because she knew how to spell ' antimacassar ' . factive mental states are broad
NCTTI-0489	spinning jenny	spinning	jenny	0.8000	1.5133	scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved spinning jenny . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan
NCTTI-0490	spinning jenny	spinning	jenny	0.8000	1.5133	the flying shuttle to weaving . its eventual use far outstripped that of the cruder spinning jenny and the more limited water frame . late night ball practice : : 2 years ,
NCTTI-0491	spinning jenny	spinning	jenny	1.4200	1.5133	not to mav > spiral jennie a spiral jennie , nicer than the history lesson spinning jenny , would it have worked has well though mav > for the body to be
NCTTI-0492	stag night	stag	night	1.0000	1.5133	although it is traditionally the best man ' s responsibility to organise the stag night it is ultimately the groom ' s decision as to where he wants to spend it and whom he wants to invite .
NCTTI-0493	stag night	stag	night	1.1000	1.5133	we have been organising stag nights , parties and weekends for a long time now but we ' ll never grow bored of it !
NCTTI-0494	street girl	street	girl	3.0000	1.5133	in ghana , 6 , 000 babies are living on the streets of accra with their street girl mothers .
NCTTI-0495	street girl	street	girl	2.7300	1.5133	many young street girls are vulnerable to abuse which can also result in unplanned pregnancy
NCTTI-0496	subway system	subway	system	4.7000	1.5133	the road above leaks into the catacombs of a subway system .
NCTTI-0497	subway system	subway	system	4.0000	1.5133	new york ' s subway system carries 4 . 5 million riders daily .
NCTTI-0498	sugar daddy	sugar	daddy	0.7000	1.5133	it is only polite that she doesn ' t start treating me like some sort of sugar daddy .
NCTTI-0499	sugar daddy	sugar	daddy	0.5000	1.5133	this kind of luxury doesn ' t come cheap , but if ever there was a reason to go trawling for a city sugar daddy , this place is it .
NCTTI-0500	sugar daddy	sugar	daddy	0.6400	1.5133	not only am i going to marry ewan mcgregor and javier bardem , but eastwood would make a wonderful sugar daddy .
NCTTI-0501	swan song	swan	song	0.1000	1.5133	debt of gratitude to paddy . his impending move to wales may make this his swan song , but many of us hope not . the following major event was the register
NCTTI-0502	swan song	swan	song	0.9000	1.5133	tirelessly for general pinochet ' s release in what was to prove a truly bizarre political swan song . political pressures from no 10 and chile began to tell and straw was forced
NCTTI-0503	swan song	swan	song	0.7000	1.5133	"rome , which reached its apex in the early cinquecento , effectively offers up a swan song for the "" italian renaissance "" writ large : it is at once an expression"
NCTTI-0504	swimming pool	swimming	pool	5.0000	1.5133	an english style pub ) and more formal dining . there is a library , swimming pool , squash courts , a gym and various other athletic facilities . business / casual
NCTTI-0505	swimming pool	swimming	pool	4.7000	1.5133	mountain views . the complex is well maintained and consists of an indoor and outdoor swimming pool and lovely tropical gardens . its location makes this property an ideal holiday home with
NCTTI-0506	swimming pool	swimming	pool	4.6000	1.5133	leisure facilities : outdoor heated swimming pool may to september primarily intended for adults exercise swims .
NCTTI-0507	tear gas	tear	gas	3.6000	1.5133	the soldiers either experienced something they really objected to , or were ordered to disperse people , and suddenly tear gas started to fly .
NCTTI-0508	tear gas	tear	gas	3.3000	1.5133	he carried a nickel plated 32 - caliber revolver and a tear gas pen as protection .
NCTTI-0509	think tank	think	tank	0.8000	1.5133	, design and environmental initiatives . the group is intended to act as a think tank ' and offer expertise to the development community and statutory regeneration agencies . general comments
NCTTI-0510	think tank	think	tank	1.1800	1.5133	includes sado - masochists , new agers , anthropologists , schizophrenics , anti - authoritarians , christian fundamentalists , think tank social engineers , fascists , proto - cubists . . . round up the unusual suspects .
NCTTI-0511	think tank	think	tank	1.1000	1.5133	establishment , and its numerous interconnections with the bush administration and with traditional liberal internationalist think tanks and foundations , such as the council on foreign relations . finally , i am
NCTTI-0512	time difference	time	difference	4.9000	1.5133	our daughter had flown from london to los angeles the previous day and , despite the time difference , i called our son ' s la home to make sure they were safe .
NCTTI-0513	top dog	top	dog	0.5000	1.5133	you ' ll mix with other gangs and prove who the top dog is .
NCTTI-0514	top dog	top	dog	0.8000	1.5133	you ' re going to be top dog , number one , king of the jungle .
NCTTI-0515	traffic control	traffic	control	4.3000	1.5133	it will soon be central in air traffic control , guiding planes to land and take - off .
NCTTI-0516	traffic jam	traffic	jam	3.6000	1.5133	but then picture him trying to drive through the traffic jam on sunday morning in downtown austin .
NCTTI-0517	traffic jam	traffic	jam	3.3000	1.5133	we got stuck in a traffic jam caused by a crash during rush hour and arrived just before lunch .
NCTTI-0518	traffic jam	traffic	jam	2.5000	1.5133	a further advantage of on - site accommodation is that guests can avoid the traffic jams which blight the city .
NCTTI-0519	video game	video	game	4.1000	1.5133	containing webguides , bibliography and essays paperrad artist collective paper rad gobbles up tv , video games , and advertising imagery spewing it all back out into their exuberantly neo - primitivist cartoons ,
NCTTI-0520	video game	video	game	3.7000	1.5133	? - 7 m 56 s second featurette that looks at lara croft from the video game perspective . offer interviews with the games designers and discusses where lara goes from here
NCTTI-0521	video game	video	game	3.0000	1.5133	the year than several . of one percent hockey will be . data collection to video games online free poker texas hold and stance that you pa wilbon a . spare time quot
NCTTI-0522	web site	web	site	3.2000	1.5133	can simply update the firmware and modem drivers by downloading patches from the modem manufacturers web site . it may be best to contact the manufacturers of your modem in the first
NCTTI-0523	web site	web	site	2.7000	1.5133	up with the government position here ( mainly pro - badger killing ) , visit the defra web site , and use the search function to trace papers about badgers and tuberculosis . action
NCTTI-0524	web site	web	site	1.7300	1.5133	of galaxy formation and evolution and of the enrichment of the intergalactic medium . this web site is part of a research project by graham thurgood who is a senior lecturer .
NCTTI-0525	wedding anniversary	wedding	anniversary	5.0000	1.5133	they were presented with a card and a bottle of champagne to celebrate their 38 th wedding anniversary .
NCTTI-0526	wedding anniversary	wedding	anniversary	4.7300	1.5133	it ' s their wedding anniversary and he ' s planned a romantic night out .
NCTTI-0527	wedding day	wedding	day	4.7300	1.5133	the engagement period is a busy and exciting time where the betrothed couple plan their wedding day and prepare for married life .
NCTTI-0528	wet blanket	wet	blanket	0.3000	1.5133	no wonder tom couldn ' t work with him ; he is a wet blanket .
NCTTI-0529	white noise	white	noise	0.8000	1.5133	if you try to transmit , in digital mode , into an analog repeater , all the analog radios on the repeater will simply hear white noise .
NCTTI-0530	winter solstice	winter	solstice	4.7000	1.5133	festivals were held in honour of events that were important to people ' s daily lives ; eg , the change of seasons , harvest , and the summer and winter solstices .
NCTTI-0531	word painting	word	painting	2.4000	1.5133	words and music are closely matched , and the composer introduces word painting .
NCTTI-0532	word painting	word	painting	1.3000	1.5133	his psalm accompaniments often had a good measure of old - fashioned word painting .
NCTTI-0533	word painting	word	painting	1.8700	1.5133	to have the orchestral palette available for word painting the text is her idea of vocal heaven .
NCTTI-0534	world conference	world	conference	4.1000	1.5133	eddie participated in several world conferences and was elected with the highest number of votes .
NCTTI-0535	world conference	world	conference	4.6000	1.5133	the un also held a world conference on human rights in vienna .
NCTTI-0536	zebra crossing	zebra	crossing	1.4000	1.5133	having to dismount . see also pelican crossing ; puffin crossing ; toucan crossing ; zebra crossing . pelican crossing the name given to pedestrian crossings which use traffic lights to control
NCTTI-0537	zebra crossing	zebra	crossing	0.7000	1.5133	was run down by a white van , registration number nid 92 , on a zebra crossing in the goldhawk road . a van with the same registration had been seen outside
NCTTI-0538	zebra crossing	zebra	crossing	1.2900	1.5133	school now fronts onto a busy road and traffic speeds past , even on nearby zebra crossing . st . raphael ' s primary ( response dated 13 / 0 9 / 0 2
